quality,fix.acid,vol.acid,citric.acid,lresid.sugar,lchlorides,lfree.so2,ltotal.so2,density,pH,sulphates,alcohol,color
6.4,7.7,0.3,0.34,0.1823215568,-3.0365542681,1.3862943611,4.7791234931,0.99084,3.18,0.34,12.1,white
4.6,7.1,0.755,0.15,0.5877866649,-2.2349264445,2.9957322736,4.4308167988,0.99593,3.19,0.5,9.5,red
4.7,6.5,0.22,0.25,2.8390784635,-2.9957322736,3.7841896339,4.9272536852,1.0001,3.3,0.37,8.8,white
5.9,7.3,0.26,0.31,0.4700036292,-3.2188758249,3.6635616461,5.1532915945,0.9918,3.19,0.51,11.4,white
6.1,6.4,0.33,0.24,2.2823823857,-3.1941832123,3.36729583,4.6913478822,0.9956,3.29,0.47,10.1,white
7.5,7.2,0.23,0.39,2.6532419646,-2.8473122684,3.8918202981,5.257495372,0.9979,2.98,0.48,9,white
4.2,8,0.16,0.36,0.4054651081,-3.4112477175,2.6390573296,4.8040210447,0.9941,3.2,0.39,10.3,white
5.1,7.4,0.6,0.26,1.9878743482,-2.6592600369,3.5835189385,4.7957905456,0.9982,3.37,0.49,9.4,red
8,8,0.44,0.49,2.2082744135,-3.4737680745,3.8286413965,5.0172798368,0.9926,3.16,0.27,12.7,white
6.3,7,0.22,0.3,0.3364722366,-3.2188758249,2.6390573296,4.1431347264,0.98985,3.2,0.33,12,white
6,6.6,0.56,0.16,1.1314021115,-3.1010927892,3.3322045102,4.521788577,0.994,3.12,0.35,9.1,white
6,7.7,0.39,0.49,2.0412203289,-3.3242363405,2.3978952728,4.7004803658,0.9966,3.33,0.76,10,white
6.3,10.5,0.43,0.35,1.1939224685,-2.3859667019,3.1780538303,4.248495242,0.99798,3.21,0.69,10.5,red
6.1,4.7,0.785,0,1.2237754316,-3.3242363405,3.1354942159,4.8978398,0.98981,3.53,0.92,13.8,white
6.8,10.1,0.37,0.34,0.8754687374,-2.4651040225,1.6094379124,2.8332133441,0.99683,3.17,0.65,10.6,red
4.7,7.5,0.29,0.31,2.1916535323,-2.9004220937,2.9957322736,5.0172798368,0.9968,3.08,0.54,9.3,white
4.9,6,0.45,0.42,0.0953101798,-2.9759296463,4.1108738642,5.2832037287,0.9932,3.02,0.4,9,white
6,6.7,0.39,0.31,0.993251773,-2.9187712324,3.295836866,5.3082676974,0.9948,3.46,0.57,10.5,white
6.3,7,0.65,0.02,0.7419373447,-2.718100537,2.0794415417,3.2188758249,0.9972,3.47,0.67,9.5,red
6.6,6.6,0.39,0.22,1.3862943611,-3.2701691193,2.8332133441,4.5849674787,0.99018,3.25,0.53,13,white
5.9,8.2,0.18,0.38,0.0953101798,-3.2188758249,3.7135720667,4.521788577,0.99062,2.88,0.6,12,white
6.3,8.7,0.15,0.3,0.4700036292,-3.0791138825,3.36729583,4.8675344505,0.9942,3.22,0.38,9.8,white
6.1,8.6,0.83,0,1.0296194172,-2.3538783874,2.8332133441,3.7612001157,0.99822,3.33,0.6,10.4,red
5.9,7.6,0.43,0.31,0.7419373447,-2.6736487744,2.5649493575,4.3040650932,0.9958,3.26,0.54,9.9,red
6.7,5,0.17,0.56,0.4054651081,-3.649658741,3.1780538303,4.7449321284,0.9906,3.48,0.39,10.8,white
6,6.2,0.51,0.14,0.6418538862,-2.8824035882,2.7080502011,3.5263605246,0.99396,3.48,0.57,11.5,red
4.8,8.7,0.46,0.31,0.9162907319,-2.071473372,3.1780538303,4.1588830834,0.99746,3.1,0.74,9.6,red
6.2,10,0.59,0.31,0.7884573604,-2.4079456087,3.258096538,4.127134385,0.9994,3.18,0.63,10.2,red
7.1,6,0.24,0.33,0.9162907319,-3.649658741,3.4339872045,4.4426512565,0.99014,3.13,0.5,11.3,white
6.4,5.9,0.12,0.27,1.5686159179,-3.5065578973,3.6888794541,4.7004803658,0.99226,3.55,0.68,12.1,white
5.8,7.4,0.19,0.31,2.6741486494,-3.1010927892,3.6635616461,5.2626901889,0.9986,3.1,0.5,9.2,white
4.5,5.9,0.23,0.3,2.5572273114,-2.9187712324,4.0430512678,5.1357984371,0.9972,3.28,0.39,9.4,white
6.2,8.3,0.58,0.13,1.064710737,-2.3434070875,2.6390573296,4.1431347264,0.9984,3.17,0.62,9.1,red
6,6.7,0.16,0.36,0.6931471806,-3.1010927892,3.1780538303,4.8751973232,0.99284,3.3,0.59,10.5,white
6.8,11.8,0.26,0.52,0.5877866649,-2.6450754019,1.7917594692,2.302585093,0.9968,3.2,0.72,10.2,red
6.3,5.6,0.25,0.19,0.8754687374,-3.0159349809,3.7376696183,5.1119877884,0.992,3.25,0.43,10.4,white
5.1,11.6,0.42,0.53,1.1939224685,-2.2537949288,3.4965075615,4.5849674787,1.001,3.2,0.95,9.2,red
3.5,8.3,0.675,0.26,0.7419373447,-2.4769384801,2.3978952728,3.7612001157,0.9976,3.31,0.53,9.2,red
5.7,7.5,0.18,0.45,1.5260563035,-3.1941832123,4.2046926194,5.062595033,0.9927,3.01,0.38,10.6,white
5.4,6.2,0.21,0.26,2.5726122302,-2.9957322736,4.0775374439,5.0106352941,0.99772,3.31,0.46,9,white
5,6.3,0.34,0.28,2.6878474938,-3.0576076773,3.8918202981,5.2882670307,0.9977,3.23,0.46,9.5,white
6.2,7.3,0.22,0.41,2.7343675094,-2.9957322736,4.0073331852,5.252273428,1,3.32,0.59,8.9,white
6.8,6,0.38,0.26,1.2527629685,-3.3524072175,3.6375861597,4.7095302013,0.98872,3.18,0.47,13.6,white
6.3,8.1,0.29,0.49,1.960094784,-3.1700856607,3.0910424534,4.8202815656,0.9944,3.14,0.41,10.8,white
4.9,6.6,0.56,0.22,2.1860512767,-3.3813947544,3.295836866,4.8903491282,0.99675,3.2,0.51,9.1,white
7.1,7.3,0.19,0.25,0.3364722366,-2.9759296463,3.7135720667,4.6728288345,0.99382,3.53,0.66,10.5,white
7.3,8.4,0.24,0.49,2.0014800002,-3.2441936329,3.8286413965,4.6821312271,0.9934,3.03,0.33,11.9,white
5.2,5.9,0.44,0.33,0.1823215568,-3.0159349809,2.4849066498,4.7621739348,0.99134,3.46,0.44,11.5,white
5.3,7.6,0.28,0.17,0.4700036292,-3.0791138825,3.3322045102,4.7621739348,0.99288,3.08,0.43,10,white
8.4,8,0.34,0.49,2.1972245773,-3.4112477175,3.6635616461,5.1929568509,0.9936,3.13,0.38,12.3,white
6.4,6.1,0.17,0.27,0.4054651081,-2.8824035882,3.8066624898,4.9052747784,0.9924,3.2,0.43,10.2,white
4.2,6.5,0.28,0.35,2.2823823857,-2.7030626596,4.1108738642,5.1929568509,0.9972,3.15,0.57,9,white
5.7,6.6,0.17,0.35,0.955511445,-3.5065578973,3.4965075615,4.3567088267,0.99146,3.22,0.72,11.3,white
7.1,7.7,0.44,0.24,2.4159137783,-3.4737680745,3.7135720667,5.1179938124,0.9948,3.12,0.43,11.3,white
6.1,8.5,0.21,0.26,2.2246235515,-3.3813947544,4.2904594411,4.9558270576,0.9945,3.05,0.37,11.4,white
4.8,8.6,0.635,0.68,0.5877866649,-0.908818717,2.9444389792,4.0253516907,0.99632,3.02,1.15,9.3,red
4.8,8.9,0.33,0.34,0.3364722366,-2.8824035882,2.6390573296,5.1416635565,0.9946,3.13,0.47,9.7,white
5.8,7,0.24,0.3,1.4350845253,-3.2188758249,3.7135720667,5.3612921657,0.9927,3.28,0.49,11.8,white
5.6,6.6,0.34,0.28,0.2623642645,-3.3524072175,3.4657359028,4.4998096703,0.9916,3.1,0.42,10.7,white
4.9,9.8,0.88,0.25,0.9162907319,-2.2633643798,3.5553480615,5.0434251169,1.001,3.41,0.67,11.2,red
6.3,6.6,0.25,0.25,0.2623642645,-3.2188758249,3.3322045102,4.4426512565,0.98984,2.87,0.48,11.2,white
6.3,7.2,0.5,0.18,0.7419373447,-2.6450754019,2.4849066498,3.4339872045,0.99761,3.52,0.72,9.6,red
6.4,10.3,0.59,0.42,1.0296194172,-2.4079456087,3.5553480615,4.2904594411,0.999,3.28,0.7,9.5,red
7.3,6.1,0.16,0.34,1.8082887712,-3.3813947544,3.4339872045,4.7361984484,0.99365,3.32,0.58,10.13333333,white
5.9,7,0.55,0.05,2.0794415417,-3.3242363405,2.9444389792,5.0998664278,0.99269,3.26,0.46,12.2,white
5.1,7.6,0.13,0.34,2.2300144002,-2.7806208939,3.6888794541,4.836281907,0.9966,3.21,0.39,9.6,white
5.9,7.7,0.63,0.08,0.6418538862,-2.5770219387,2.7080502011,3.295836866,0.9967,3.32,0.54,9.5,red
5.6,6.7,0.22,0.33,0.1823215568,-3.3242363405,3.5835189385,4.4543472963,0.99058,3.1,0.76,11.4,white
4.7,5.8,0.335,0.14,1.7578579176,-3.0791138825,3.8918202981,5.2832037287,0.9937,3.3,0.71,10.3,white
6,6.6,0.22,0.36,1.7047480922,-3.540459449,3.4011973817,4.6539603502,0.99206,3.2,0.47,11.8,white
5.6,6,0.26,0.26,0.7884573604,-3.3524072175,2.302585093,4.276666119,0.989465,3.11,0.48,12.15,white
3.5,6.5,0.67,0,1.4586150227,-2.8647040111,2.3978952728,2.9957322736,0.99488,3.45,0.56,11.8,red
7.2,6,0.13,0.36,0.4700036292,-2.9565115604,3.1354942159,4.276666119,0.98974,3.1,0.5,11.5,white
6.1,6.4,0.26,0.42,2.2721258855,-3.1235656451,3.4011973817,4.9416424226,0.9962,3.18,0.47,9.1,white
6.2,8.3,0.25,0.49,2.8213788864,-3.0365542681,3.9120230054,5.429345629,1.0001,3.03,0.52,9.2,white
6.2,6.6,0.19,0.41,2.1860512767,-3.0791138825,3.9318256327,5.1298987149,0.9954,3.14,0.57,9.8,white
6.5,6.1,0.28,0.24,2.9932291433,-2.6036901858,3.4657359028,5.1590552992,0.99922,3.19,0.44,9.3,white
6.4,6,0.33,0.2,0.5877866649,-3.4737680745,3.8918202981,5.0689042022,0.9919,3.41,0.53,11,white
6.4,7.2,0.22,0.24,0.3364722366,-3.1941832123,2.8332133441,5.0689042022,0.99196,3.25,0.53,11.2,white
4.7,5.9,0.37,0.1,0.4700036292,-2.8647040111,3.6635616461,4.8520302639,0.9924,3.24,0.48,10.1,white
5.8,7.7,0.16,0.36,1.7749523509,-2.9187712324,3.2188758249,4.9972122738,0.99578,3.25,0.54,10.2,white
5.8,7.6,0.36,0.31,0.5306282511,-2.5383074265,3.258096538,4.1743872699,0.99716,3.46,0.62,9.5,red
7.3,7.3,0.26,0.33,2.8820035082,-3.0159349809,3.7256934272,5.2729995586,1,3.06,0.44,9.1,white
8.1,8,0.13,0.25,0.0953101798,-3.4112477175,2.7080502011,4.4543472963,0.99044,2.98,0.39,11.2,white
6.1,7,0.36,0.35,0.9162907319,-3.0365542681,4.2046926194,5.081404365,0.99146,3.05,0.56,11.1,white
7.5,12.9,0.35,0.49,1.7578579176,-2.718100537,1.6094379124,3.5553480615,1.0014,3.2,0.66,12,red
5.4,8.2,0.56,0.23,1.2237754316,-2.5510464523,2.6390573296,4.6443908991,0.9976,3.28,0.62,9.4,red
6.3,12.4,0.35,0.49,0.955511445,-2.5383074265,3.295836866,4.2341065046,0.9994,3.12,0.75,10.4,red
6.8,5.6,0.35,0.4,1.8405496334,-3.8167128256,3.1354942159,5.1590552992,0.9922,3.54,0.5,11.6,white
5.3,7.1,0.2,0.37,0.4054651081,-3.0159349809,3.3322045102,4.8598124044,0.99226,3.15,0.52,10.8,white
4.6,6.8,0.21,0.55,2.6810215287,-2.9374633654,3.5263605246,5.0689042022,0.99805,2.93,0.44,9.2,white
5,7.8,0.25,0.34,2.6173958328,-3.1235656451,4.189654742,5.2149357576,0.99976,3.22,0.75,8.9,white
5,7.5,0.24,0.62,2.3608540011,-3.1010927892,3.9318256327,5.0304379214,0.99779,3.16,0.44,8.8,white
4.9,7.5,0.28,0.41,0.2623642645,-3.1235656451,2.3978952728,4.836281907,0.99293,3.28,0.45,10.3,white
6.4,8.6,0.49,0.28,0.6418538862,-2.2072749132,2.9957322736,4.9126548857,0.9972,2.93,1.95,9.9,red
6.3,6.9,0.25,0.3,1.4109869737,-2.9187712324,3.1354942159,4.7535901911,0.994,2.99,0.38,9.4,white
6.3,5.9,0.24,0.26,2.5095992624,-2.9374633654,3.5263605246,4.8978398,0.9972,3.34,0.45,9.5,white
6.4,6.3,0.32,0.17,2.8763855159,-2.8134107168,3.9318256327,5.2470240722,0.99916,3.13,0.48,8.8,white
6,7.1,0.44,0.27,2.1282317058,-2.8647040111,4.0943445622,5.0751738152,0.99257,3.16,0.36,11.8,white
4.6,8.8,0.59,0.18,1.064710737,-2.4191189093,2.4849066498,4.3040650932,0.99738,3.14,0.54,9.4,red
6.3,6.6,0.3,0.25,2.0794415417,-3.3242363405,3.0445224377,4.8202815656,0.99362,3.06,0.38,10.8,white
4.8,8,0.25,0.13,2.8449093838,-3.3242363405,3.8918202981,5.3890717298,0.9996,2.96,0.46,9.7,white
6.8,6.6,0.19,0.25,0.1823215568,-2.9565115604,3.5263605246,5.1984970313,0.99352,3.3,0.42,9.4,white
4.9,7.1,0.31,0.5,2.6741486494,-2.8302178351,1.7917594692,4.9972122738,0.9983,2.94,0.44,9.1,white
5.3,7.1,0.21,0.72,0.4700036292,-1.7897614666,4.1743872699,4.7874917428,0.99324,2.97,0.51,9.2,white
5.6,6.3,0.24,0.35,0.8329091229,-3.2441936329,3.7612001157,4.6913478822,0.99056,3.34,0.44,11.8,white
5.1,7.1,0.36,0.3,0.4700036292,-2.5257286443,3.5553480615,4.248495242,0.99693,3.44,0.5,9.4,red
5.7,6.7,0.38,0.26,2.2565411545,-3.3242363405,3.5553480615,4.5108595065,0.9919,2.98,0.37,12.4,white
5.4,8.4,0.17,0.31,1.6863989536,-2.9565115604,3.8501476017,5.0106352941,0.9953,3.24,0.38,9.8,white
5.7,7.3,0.23,0.41,2.6810215287,-3.0365542681,4.2904594411,5.4071717715,0.99863,3.16,0.71,9.4,white
6.8,5.8,0.31,0.32,1.5040773968,-3.7297014486,3.3322045102,4.5432947823,0.98906,3.25,0.52,13.7,white
4.9,7.2,0.16,0.26,1.960094784,-2.9187712324,3.7135720667,5.4116460519,0.9966,3.38,0.55,10.1,white
6.5,7.6,0.54,0.02,0.5306282511,-2.4651040225,2.8332133441,3.4339872045,0.99589,3.37,0.51,10.4,red
6.2,6.2,0.36,0.22,1.6582280766,-3.2701691193,3.7841896339,4.9767337424,0.99184,3.22,0.4,11.2,white
4.8,10,0.43,0.33,0.993251773,-2.3538783874,3.3322045102,4.4886363697,0.9984,3.22,0.68,10,red
6.9,7.3,0.19,0.49,2.7440606386,-2.8473122684,3.9120230054,4.8978398,0.9998,3.42,0.36,9.1,white
5.7,6.7,0.16,0.32,2.5257286443,-3.3524072175,2.8903717579,5.0498560072,0.99666,2.88,0.36,9,white
5,7.7,0.935,0.43,0.7884573604,-2.1715568306,3.0910424534,4.7361984484,0.997,3.25,0.73,9.2,red
4.7,6.8,0.25,0.18,0.3364722366,-2.8824035882,2.5649493575,4.9199809258,0.9935,3.11,0.42,9.5,white
6,6.8,0.29,0.32,0.5877866649,-3.4420193762,2.8903717579,4.8675344505,0.99095,3.05,0.62,11.2,white
6,6.2,0.28,0.33,0.5306282511,-3.540459449,3.1780538303,4.7095302013,0.99,3.24,0.5,12.1,white
6.2,7.9,0.16,0.3,2.0014800002,-2.9957322736,4.0604430105,5.0238805208,0.99612,3.12,0.37,9.5,white
6.6,6.4,0.31,0.5,1.7578579176,-3.2701691193,3.7376696183,4.7095302013,0.99189,3.18,0.53,11.9,white
6.1,7.5,0.26,0.25,0.5306282511,-3.2701691193,3.36729583,4.8598124044,0.99312,3.45,0.56,10.4,white
5.9,6.8,0.47,0.08,0.7884573604,-2.7488721956,2.8903717579,3.6375861597,0.99553,3.3,0.65,9.6,red
5.7,6.6,0.26,0.52,2.1041341543,-3.0576076773,3.9512437186,5.252273428,0.99541,3.16,0.47,9.5,white
6.8,11.1,0.42,0.47,0.97455964,-2.4651040225,2.1972245773,3.5263605246,0.99736,3.24,0.77,12.1,red
5.9,11.9,0.57,0.5,0.955511445,-2.5010360317,1.7917594692,3.4657359028,1.0006,3.12,0.78,10.7,red
6.1,9.9,0.32,0.56,0.6931471806,-2.6172958378,1.0986122887,2.0794415417,0.99534,3.15,0.73,11.4,red
5.7,7.2,0.66,0.33,0.9162907319,-2.6882475738,3.5263605246,4.6249728133,0.99414,3.27,0.78,12.8,red
6.9,8.4,0.25,0.39,0.6931471806,-3.1941832123,1.3862943611,2.302585093,0.99386,3.27,0.71,12.5,red
5.5,9.2,0.36,0.34,0.4700036292,-2.7806208939,1.6094379124,2.4849066498,0.99667,3.2,0.67,10.5,red
5.2,6.5,0.26,0.32,1.8946168547,-2.8302178351,3.5263605246,4.6443908991,0.99254,3.18,0.42,11.1,white
6.7,4.4,0.54,0.09,1.6292405397,-3.2701691193,3.9512437186,4.5747109785,0.99022,3.41,0.4,12.2,white
5.5,7.8,0.23,0.28,1.558144618,-3.1700856607,3.8066624898,5.1119877884,0.9928,2.96,0.4,11.5,white
6.7,6.2,0.25,0.25,0.3364722366,-3.5065578973,3.5553480615,4.6539603502,0.9912,3.3,0.44,11.1,white
5.1,6.3,0.33,0.2,2.8848007128,-2.718100537,3.5835189385,5.081404365,0.9991,3.14,0.51,8.8,white
5.8,5,0.74,0,0.1823215568,-3.1941832123,2.7725887222,3.8286413965,0.99258,4.01,0.59,12.5,red
6.5,6.1,0.22,0.5,1.887069649,-3.1010927892,3.4011973817,4.8040210447,0.99415,3.22,0.49,9.9,white
7.2,7,0.46,0.39,1.8245492921,-3.2441936329,3.8286413965,5.0937502008,0.9928,3.21,0.35,12.2,white
7.3,10.1,0.43,0.4,0.955511445,-2.3859667019,2.5649493575,3.9512437186,0.99834,3.22,0.64,10,red
5.5,6.4,0.27,0.17,2.1282317058,-3.1235656451,4.0943445622,5.2882670307,0.99578,3.21,0.47,9.4,white
4,8.4,0.19,0.42,0.4700036292,-3.0576076773,2.1972245773,4.6151205168,0.994,3.06,0.65,11.1,white
5.3,6.8,0.63,0.12,1.3350010667,-2.3126354288,2.7725887222,4.836281907,0.9969,3.28,0.61,9.5,red
4.7,6,0.27,0.15,0.4054651081,-2.8824035882,3.5553480615,4.8520302639,0.9936,3.12,0.45,8.8,white
6,9.7,0.31,0.47,0.4700036292,-2.7806208939,2.5649493575,3.4965075615,0.9983,3.27,0.66,10,red
6.1,6.9,0.19,0.28,1.0986122887,-2.9187712324,3.4965075615,4.5951198501,0.9924,3.16,0.4,10.8,white
7.1,6,0.22,0.33,2.5014359517,-3.4112477175,3.2188758249,4.5747109785,0.99356,3.17,0.42,11.3,white
5.6,8.5,0.47,0.27,0.6418538862,-2.8473122684,2.8903717579,3.6375861597,0.99518,3.16,0.85,11.1,red
6.4,8.2,0.27,0.43,0.4700036292,-3.3524072175,3.4339872045,4.8520302639,0.9916,3.1,0.5,12.3,white
7.4,8,0.23,0.35,2.2192034841,-3.1235656451,3.9702919136,5.2257466737,0.997,3.09,0.56,9.5,white
6.3,8.2,0.4,0.44,1.0296194172,-2.4191189093,2.3978952728,3.7612001157,0.9975,3.53,0.61,10.5,red
5.5,6.1,0.16,0.37,0.0953101798,-3.4737680745,3.6109179126,4.5747109785,0.9922,3.4,0.58,10.5,white
5.7,6.8,0.28,0.17,2.6318888401,-3.0576076773,3.8918202981,5.0875963352,0.9983,3.21,0.51,9,white
6.5,5.6,0.34,0.1,0.2623642645,-3.4737680745,2.9957322736,4.2195077052,0.9906,3.36,0.51,11.2,white
6.5,5.9,0.2,0.28,2.5494451709,-3.2701691193,3.36729583,4.8828019226,0.99426,3.31,0.57,11.8,white
6,8.6,0.37,0.7,2.4973291698,-3.2441936329,3.0445224377,5.062595033,0.9983,3,0.73,9.3,white
6.2,8.1,0.53,0.22,0.7884573604,-2.5510464523,3.4965075615,4.4886363697,0.99678,3.26,0.46,9.6,red
5.2,7.3,0.34,0.22,0.3364722366,-3.1235656451,3.7612001157,5.170483995,0.99286,3.14,0.46,9.9,white
4.9,6.8,0.26,0.44,2.1041341543,-3.0791138825,3.9512437186,5.2094861528,0.99584,3.2,0.51,9.4,white
5.2,7,0.35,0.31,0.5877866649,-2.6736487744,2.7080502011,5.0875963352,0.9944,3.18,0.47,9.4,white
4.6,7.6,0.36,0.48,2.6026896854,-3.2701691193,3.7841896339,4.7535901911,0.9982,3.04,0.48,9.2,white
5.3,9.5,0.57,0.27,0.8329091229,-2.5010360317,3.1354942159,4.9698132996,0.99782,3.27,0.55,9.4,red
7.1,4.8,0.26,0.23,2.3608540011,-3.3813947544,3.1354942159,4.7095302013,0.99274,3.46,0.28,11.5,white
4.9,7.6,0.79,0.21,0.8329091229,-2.4418471603,3.0445224377,4.2195077052,0.9955,3.12,0.44,9.2,red
6.3,5.6,0.32,0.32,2.1162555148,-3.1465551633,3.4657359028,4.6539603502,0.99266,3.24,0.47,11.2,white
5.7,10,0.2,0.39,0.3364722366,-2.9957322736,2.9444389792,5.0238805208,0.994,3,0.42,10.4,white
6.4,6.8,0.22,0.3,2.3608540011,-2.6592600369,4.2046926194,5.2678581591,0.99654,2.89,0.42,9,white
4.7,6.7,0.29,0.45,2.6602595373,-2.9187712324,3.4011973817,5.1984970313,0.99869,3.14,0.57,9.1,white
8.3,7.3,0.19,0.27,2.6318888401,-2.8647040111,3.8066624898,5.0434251169,0.99807,2.94,0.41,8.8,white
6,7.2,0.29,0.4,2.6100697927,-3.1010927892,4.189654742,5.4424177105,0.9977,3.08,0.59,9.6,white
4.9,7.8,0.49,0.49,1.9459101491,-3.1465551633,3.36729583,5.0039463059,0.9952,3.21,0.33,10,white
6.3,10.9,0.53,0.49,1.5260563035,-2.1370706545,2.302585093,2.8332133441,1.0002,3.07,0.56,11.7,red
5.4,5.9,0.35,0.47,0.7884573604,-2.2072749132,2.6390573296,4.9272536852,0.9932,3.09,0.5,9.1,white
7.1,5,0.3,0.33,1.3083328197,-3.5065578973,3.9889840466,5.1532915945,0.9887,3.36,0.3,13,white
4.6,7.6,0.39,0.31,0.8329091229,-2.5010360317,3.1354942159,4.262679877,0.9982,3.52,0.65,9.7,red
5.7,5.9,0.61,0.08,0.7419373447,-2.6450754019,2.7725887222,3.1780538303,0.99376,3.56,0.77,11.1,red
3.6,6.7,0.54,0.27,1.960094784,-3.0159349809,2.0794415417,5.1817835503,0.99502,3.16,0.38,9.4,white
7,7.4,0.16,0.27,2.7408400239,-2.9957322736,3.2188758249,4.9052747784,0.9984,2.9,0.43,8.7,white
7.2,4.8,0.21,0.21,2.3223877203,-3.2968373663,2.8332133441,4.7184988713,0.99324,3.66,0.48,12.2,white
5.2,7.7,0.25,0.3,2.0541237337,-3.2701691193,4.2046926194,5.2781146592,0.99555,3.1,0.5,10.1,white
7.1,7.6,0.31,0.24,0.5877866649,-3.2968373663,3.6635616461,5.0106352941,0.9913,3.05,0.44,11.8,white
5.1,7.4,0.53,0.12,0.6418538862,-1.8018098051,1.3862943611,2.4849066498,0.99702,3.26,0.86,9.2,red
5.6,7.1,0.38,0.29,2.6100697927,-3.1941832123,3.4011973817,4.9199809258,0.99461,3.02,0.96,12.1,white
4.7,8.7,0.82,0.02,0.1823215568,-2.6592600369,3.5835189385,3.8712010109,0.9952,3.2,0.58,9.8,red
4.5,8.2,0.26,0.44,0.2623642645,-3.0791138825,1.9459101491,4.2341065046,0.9944,3.14,0.62,10.2,white
6,9.6,0.56,0.31,1.0296194172,-2.4191189093,2.7080502011,3.8286413965,0.9979,3.11,0.92,10,red
6.5,7.9,0.3,0.27,2.1400661635,-3.3242363405,2.9957322736,4.7184988713,0.9939,2.96,0.46,11.7,white
6.6,6.2,0.29,0.32,1.2809338455,-3.649658741,3.6635616461,4.9272536852,0.9892,3.31,0.37,13.1,white
4.6,10.7,0.46,0.39,0.6931471806,-2.7968814148,1.9459101491,2.7080502011,0.9981,3.18,0.62,9.5,red
6.1,6.5,0.25,0.32,2.2925347571,-3.1010927892,3.7135720667,4.8520302639,0.99636,3.18,0.52,9.6,white
5.4,6.2,0.46,0.25,1.4816045409,-2.718100537,4.127134385,5.3327187933,0.9939,3.25,0.52,9.8,white
6,6.1,0.125,0.25,1.1939224685,-3.2188758249,2.302585093,4.2341065046,0.9934,3.54,0.59,10.1,white
5.8,5.6,0.32,0.33,2.0014800002,-3.2968373663,3.2188758249,4.5538768916,0.99268,3.25,0.49,11.1,white
5.8,7,0.24,0.24,2.1972245773,-3.5065578973,3.7376696183,5.3890717298,0.99636,3.47,0.46,10.2,white
4.8,6.9,0.24,0.4,2.7343675094,-2.9565115604,4.3944491547,5.2882670307,0.9986,3.2,0.69,9.4,white
5.4,7.1,0.43,0.42,1.7047480922,-2.6592600369,3.36729583,4.8598124044,0.9973,3.42,0.72,10.5,red
5.6,5.7,0.28,0.3,1.3609765531,-3.649658741,3.5835189385,4.6539603502,0.98963,3.26,0.58,12.75,white
6.3,5.7,0.21,0.37,1.5040773968,-3.2188758249,4.0604430105,4.9416424226,0.99332,3.29,0.62,10.6,white
4.8,6.5,0.35,0.31,2.3223877203,-2.6736487744,4.0604430105,5.1357984371,0.99692,3.18,0.49,9.4,white
5.2,6.2,0.23,0.23,0.1823215568,-4.0173835211,2.8903717579,4.8520302639,0.99178,3.05,0.28,10.6,white
7.1,6.2,0.76,0.01,1.1631508098,-3.1941832123,2.8903717579,4.7874917428,0.99026,3.2,0.94,13.7,white
5.8,8.3,0.49,0.43,0.9162907319,-3.3242363405,3.4657359028,4.7535901911,0.9944,3.23,0.47,10.7,white
7.3,6.5,0.18,0.41,2.6532419646,-3.2441936329,3.8501476017,4.8598124044,0.99678,3.28,0.72,10.3,white
5.1,8.1,0.2,0.3,0.2623642645,-3.3242363405,1.9459101491,3.8918202981,0.99242,2.99,0.73,10.3,white
6.3,13,0.47,0.49,1.4586150227,-2.4651040225,1.7917594692,3.8501476017,1.0021,3.3,0.68,12.7,red
6.2,5.9,0.28,0.14,2.1517622033,-3.4420193762,3.4011973817,4.9558270576,0.99542,3.28,0.44,9.5,white
5.4,6.8,0.24,0.34,1.5260563035,-3.4420193762,3.6109179126,4.9052747784,0.9927,3.2,0.39,10.6,white
6.2,12,0.38,0.56,0.7419373447,-2.3751557858,1.7917594692,3.1780538303,0.99925,3.14,0.71,10.9,red
7.2,7.2,0.23,0.39,0.8329091229,-3.4112477175,3.36729583,4.6249728133,0.9908,3.26,0.54,12.3,white
7.3,7.4,0.16,0.3,2.6173958328,-2.8824035882,3.4965075615,5.1239639794,0.99825,2.9,0.44,8.7,white
5.4,7.9,0.69,0.21,0.7419373447,-2.5257286443,3.4965075615,4.9487598904,0.9962,3.25,0.51,9.9,red
4.9,8,0.28,0.42,1.960094784,-3.1010927892,3.7135720667,5.1298987149,0.9959,3.17,0.43,10.6,white
6.3,6.7,0.16,0.32,2.5257286443,-3.3524072175,2.8903717579,5.0498560072,0.99666,2.88,0.36,9,white
4.9,6.5,0.2,0.24,2.2192034841,-3.1235656451,3.2188758249,5.0106352941,0.99502,3.22,0.44,10.5,white
6.3,8,0.25,0.27,2.2721258855,-3.3242363405,2.7080502011,4.4426512565,0.99406,2.99,0.36,11.2,white
5.1,6.7,0.24,0.41,1.064710737,-3.2441936329,3.8712010109,4.8040210447,0.99052,3.25,0.43,12,white
3.5,9.3,0.2,0.33,0.5306282511,-2.9957322736,3.3322045102,5.1817835503,0.9954,3.16,0.43,9,white
7.3,8.7,0.33,0.38,1.1939224685,-2.7646205526,2.302585093,2.9444389792,0.99468,3.3,0.73,12,red
6.5,6.5,0.28,0.27,1.6486586256,-3.2188758249,3.7841896339,5.1873858058,0.9948,3.19,0.69,9.4,white
4.7,6.6,0.25,0.33,2.1400661635,-3.1700856607,3.36729583,4.9487598904,0.99546,3.28,0.6,10.4,white
